访客类型,月份,产品相关页面访问持续时间,信息相关页面,用户相关页面,信息相关页面访问持续时间,退出率,跳出率,产品相关页面,网页价值,操作系统,周末,浏览器,用户页面访问持续时间,区域,流量类型,节假日,是否购买
Returning_Visitor,Dec,0.0,0,0,0.0,0.2,0.2,1,0.0,1,True,1,0.0,1,1,0.0,0
Returning_Visitor,Mar,13.0,0,0,0.0,0.1,0.0,1,0.0,2,False,2,0.0,3,1,0.0,0
New_Visitor,Nov,268.0,2,0,16.2,0.04,0.0,3,49.55482147,2,False,2,0.0,5,5,0.0,0
Returning_Visitor,Aug,1003.38,3,0,103.6,0.08699187,0.06829268299999999,39,0.0,1,False,1,0.0,1,3,0.0,0
Returning_Visitor,Nov,530.5833333,0,0,0.0,0.021428571,0.019047619,21,0.0,3,False,2,0.0,4,3,0.0,0
Returning_Visitor,Sep,897.3619048,2,0,109.8,0.035620915,0.005882353000000001,32,0.0,2,False,10,0.0,4,2,0.0,0
Returning_Visitor,Nov,3197.755638,0,0,0.0,0.021511082999999997,0.01,81,0.0,3,True,2,0.0,4,10,0.0,0
New_Visitor,Mar,188.0,0,1,0.0,0.033333333,0.0,7,0.0,2,False,2,0.0,1,8,0.0,0
Returning_Visitor,June,1983.2256289999998,1,1,10.0,0.007916666999999999,0.0025,78,15.50362136,3,False,2,36.6,1,2,0.0,0
Returning_Visitor,Mar,42.0,0,0,0.0,0.05,0.0,2,0.0,2,False,2,0.0,6,3,0.0,0
Returning_Visitor,Mar,1136.60303,0,0,0.0,0.003517665,0.0,62,0.0,1,True,1,0.0,1,3,0.0,0
Returning_Visitor,May,252.0,0,0,0.0,0.052941176,0.023529412000000003,17,0.0,2,False,7,0.0,9,11,0.8,0
Returning_Visitor,May,648.0,0,0,0.0,0.1,0.0,2,0.0,1,False,1,0.0,4,1,0.8,0
New_Visitor,Nov,135.08333330000002,5,0,87.75,0.009090909,0.0,6,0.0,1,True,1,0.0,2,2,0.0,0
Returning_Visitor,Nov,198.1333333,0,0,0.0,0.053333333,0.0,9,0.0,1,False,1,0.0,9,2,0.0,0
Returning_Visitor,May,311.0,0,1,0.0,0.036363636,0.018181818,10,0.0,2,True,10,38.0,2,4,0.0,0
Returning_Visitor,Dec,1938.996646,2,0,40.5,0.01808048,0.0038636359999999997,89,0.0,1,False,1,0.0,1,3,0.0,0
Returning_Visitor,May,149.0,0,0,0.0,0.1,0.0,2,0.0,1,False,1,0.0,1,3,0.0,0
New_Visitor,May,693.5,0,0,0.0,0.022222222000000003,0.0,10,40.43377778,2,False,2,0.0,1,4,0.0,1
Returning_Visitor,Dec,0.0,0,0,0.0,0.2,0.2,1,0.0,3,False,2,0.0,4,1,0.0,0
Returning_Visitor,May,274.25,3,0,67.0,0.035,0.0125,7,0.0,3,False,2,0.0,1,1,0.0,0
Returning_Visitor,Aug,601.0333333,0,0,0.0,0.092156863,0.062745098,17,18.87145759,3,False,2,0.0,3,1,0.0,1
Returning_Visitor,June,85.6,0,1,0.0,0.046666667,0.011111111000000002,5,0.0,3,False,2,0.0,6,2,0.0,0
Returning_Visitor,Mar,3036.4,0,0,0.0,0.021186441,0.0,59,0.0,2,True,2,0.0,6,13,0.0,0
New_Visitor,Mar,271.0,1,0,5.0,0.003571429,0.0,13,0.0,1,True,1,0.0,2,2,0.0,0
Returning_Visitor,May,255.3222222,0,0,0.0,0.038888888999999996,0.025,24,0.0,2,False,2,0.0,8,1,0.6,0
Returning_Visitor,Mar,0.0,0,0,0.0,0.2,0.2,3,0.0,1,False,1,0.0,3,1,0.0,0
New_Visitor,Nov,27.2,5,0,56.8,0.033333333,0.0,3,0.0,2,False,2,0.0,6,2,0.0,0
Returning_Visitor,Nov,58.0,0,0,0.0,0.1,0.0,2,0.0,2,True,2,0.0,2,6,0.0,0
Returning_Visitor,Nov,1469.666667,3,0,1115.5,0.014492753999999998,0.008695652,21,0.0,1,True,1,0.0,1,8,0.0,0
Returning_Visitor,Dec,894.5809524,0,0,0.0,0.007142857,0.0,18,0.0,3,False,2,0.0,4,6,0.0,0
Returning_Visitor,Dec,1645.679762,0,1,0.0,0.02962963,0.0022222220000000003,19,0.0,2,False,5,100.0,6,1,0.0,0
Returning_Visitor,Mar,244.5,0,0,0.0,0.011111111000000002,0.0,9,0.0,3,False,2,0.0,1,3,0.0,0
New_Visitor,Nov,28.0,3,0,44.0,0.04,0.0,2,0.0,1,False,1,0.0,1,2,0.0,0
Returning_Visitor,Nov,1836.775,1,0,6.0,0.004093567,0.0,57,0.0,2,False,2,0.0,7,2,0.0,0
New_Visitor,Dec,48.5,0,0,0.0,0.1,0.05,4,0.0,2,False,2,0.0,9,2,0.0,0
Returning_Visitor,Dec,2123.0,0,0,0.0,0.036363636,0.018181818,11,0.0,2,False,2,0.0,1,6,0.0,0
Returning_Visitor,May,87.0,0,0,0.0,0.06,0.04,5,0.0,2,False,2,0.0,3,6,0.6,0
Returning_Visitor,May,5703.476786,5,6,548.3142857,0.01470751,0.00173913,102,0.0,2,True,2,448.5,1,4,0.0,0
Returning_Visitor,Aug,4424.621667,5,0,415.55,0.023036222999999998,0.004273504,115,13.29131586,2,True,4,0.0,4,1,0.0,1
Returning_Visitor,May,210.0,0,0,0.0,0.024242424,0.009090909,11,0.0,2,False,2,0.0,8,2,0.0,0
Returning_Visitor,Nov,414.8666667,3,0,318.2,0.01,0.0,7,0.0,1,False,1,0.0,6,2,0.0,0
Returning_Visitor,Dec,5999.808333,0,2,0.0,0.027207207,0.005405405,35,0.0,2,True,2,157.5,4,1,0.0,0
Returning_Visitor,Mar,226.5,3,0,13.0,0.013333333000000001,0.0,16,0.0,2,False,5,0.0,1,2,0.0,0
Returning_Visitor,Nov,4123.956674,16,0,305.0,0.010521398000000001,0.003797468,147,0.0,2,False,2,0.0,1,8,0.0,1
Returning_Visitor,Nov,2504.870761,1,1,56.5,0.036429937,0.019555911999999998,87,0.0,1,True,2,41.5,1,11,0.0,0
Returning_Visitor,Mar,762.547619,0,0,0.0,0.017391304,0.0,22,0.0,2,True,2,0.0,1,3,0.0,0
Returning_Visitor,Dec,5194.79857,2,2,83.0,0.014304381000000001,0.003101093,241,0.46840608799999994,2,False,4,40.0,1,1,0.0,0
Returning_Visitor,May,366.0,0,0,0.0,0.056666667000000004,0.02,10,0.0,1,False,1,0.0,1,3,0.6,0
Returning_Visitor,Nov,1500.033333,0,0,0.0,0.01467803,0.00625,16,0.0,3,False,2,0.0,4,6,0.0,0
Returning_Visitor,Nov,587.9166667000001,0,0,0.0,0.031666667,0.023333332999999998,21,23.33239205,3,False,2,0.0,1,10,0.0,0
Returning_Visitor,Nov,281.1,3,2,67.4,0.041666667000000004,0.0,8,15.82044157,3,False,2,16.2,1,20,0.0,1
Returning_Visitor,Mar,0.0,0,0,0.0,0.2,0.2,1,0.0,2,False,4,0.0,1,1,0.0,0
Returning_Visitor,Mar,420.0,2,2,42.0,0.008333333,0.0,10,0.0,2,False,2,54.0,8,1,0.0,0
Returning_Visitor,Dec,116.5,0,0,0.0,0.075757576,0.036363636,11,0.0,2,False,2,0.0,1,1,0.0,0
Other,Dec,677.0,1,0,90.0,0.04,0.0,6,0.0,8,False,13,0.0,9,20,0.0,0
Returning_Visitor,Nov,835.5833332999999,3,0,99.75,0.006451613,0.0,31,47.44850792,2,False,2,0.0,1,10,0.0,1
Returning_Visitor,Sep,2002.76,4,2,100.6,0.026598639,0.008163265,93,0.0,2,False,2,5.0,3,13,0.0,0
Returning_Visitor,May,117.0,0,0,0.0,0.1,0.066666667,3,0.0,3,False,2,0.0,1,11,0.0,0
Returning_Visitor,May,880.8,8,2,176.66666669999998,0.020192308,0.007291667,27,8.54525,1,True,1,153.0,2,2,0.0,1
Returning_Visitor,May,2852.0,6,2,70.5,0.043333332999999995,0.013333333000000001,25,0.0,2,False,2,9.0,9,3,0.0,0
New_Visitor,Mar,1229.289286,11,1,348.6547619,0.002493853,0.0,64,54.95126905,2,False,2,11.0,1,2,0.0,0
New_Visitor,Nov,269.25,0,0,0.0,0.008333333,0.0,6,0.0,3,False,2,0.0,1,11,0.0,0
Returning_Visitor,Dec,0.0,0,0,0.0,0.2,0.2,3,0.0,3,False,2,0.0,6,1,0.0,0
Returning_Visitor,May,631.3068627,0,0,0.0,0.047901224000000006,0.021142857,36,0.0,2,False,2,0.0,3,6,0.8,0
Returning_Visitor,May,1133.666667,0,0,0.0,0.038562092,0.028205128,6,0.0,3,False,2,0.0,1,1,0.2,0
Returning_Visitor,Mar,0.0,0,0,0.0,0.2,0.2,1,0.0,3,False,2,0.0,3,2,0.0,0
Returning_Visitor,Nov,305.0,0,0,0.0,0.02,0.0,10,0.0,2,False,2,0.0,1,8,0.0,0
Returning_Visitor,Mar,321.5,1,0,0.0,0.1,0.05,3,0.0,3,False,2,0.0,2,1,0.0,0
Returning_Visitor,June,1057.2,0,0,0.0,0.129580026,0.12222222199999999,71,0.0,3,True,2,0.0,2,13,0.0,0
Returning_Visitor,Mar,2217.333333,8,1,354.8333333,0.017361111000000002,0.008333333,19,0.0,3,False,2,57.0,1,1,0.0,0
Returning_Visitor,Mar,936.1666667000002,3,0,206.66666669999998,0.09375,0.01875,15,0.0,2,False,4,0.0,3,1,0.0,0
Other,Dec,0.0,0,0,0.0,0.2,0.2,1,0.0,3,False,2,0.0,1,1,0.0,0
Returning_Visitor,Mar,94.5,0,0,0.0,0.025555556,0.033333333,12,0.0,3,False,2,0.0,4,11,0.0,0
Returning_Visitor,Mar,0.0,0,0,0.0,0.2,0.2,1,0.0,2,False,2,0.0,1,1,0.0,0
Returning_Visitor,May,601.7901961,0,0,0.0,0.012763533,0.0022222220000000003,90,0.0,2,False,2,0.0,3,1,0.8,0
Returning_Visitor,May,90.66666667,0,0,0.0,0.12,0.04,5,0.0,2,False,2,0.0,6,6,0.0,0
Returning_Visitor,June,526.3761905,0,1,0.0,0.045751634000000006,0.052941176,17,0.0,3,False,2,105.13333329999999,6,13,0.0,0
Returning_Visitor,Sep,892.0,13,0,246.5333333,0.01127451,0.0,26,0.0,2,False,6,0.0,1,3,0.0,0
Returning_Visitor,Nov,312.35,0,0,0.0,0.041666667000000004,0.0,12,0.0,2,False,2,0.0,1,2,0.0,0
Returning_Visitor,Oct,1683.7444440000002,12,7,263.46,0.016666667,0.004878049000000001,71,42.14163315,2,False,10,145.0,1,4,0.0,0
Returning_Visitor,Dec,595.75,4,0,61.25,0.076190476,0.038095238,21,0.0,2,False,2,0.0,4,1,0.0,0
Returning_Visitor,Dec,3616.0081210000003,4,2,507.33333330000005,0.013535432,0.004093567,114,0.0,3,False,2,286.6666667,9,1,0.0,0
New_Visitor,Nov,765.3928571,1,0,18.0,0.0008928569999999999,0.0,29,0.0,2,False,2,0.0,8,3,0.0,0
Returning_Visitor,Mar,233.66666669999998,0,0,0.0,0.0875,0.025,8,0.0,2,False,2,0.0,3,13,0.0,0
Returning_Visitor,May,542.1666667000001,2,0,63.66666667,0.03125,0.008333333,26,0.0,3,False,2,0.0,5,4,0.0,0
Returning_Visitor,Jul,12.0,0,0,0.0,0.1,0.0,2,0.0,2,False,10,0.0,2,6,0.0,0
Returning_Visitor,Jul,176.5,0,0,0.0,0.12,0.04,15,0.0,2,False,2,0.0,1,3,0.0,0
Returning_Visitor,Dec,2478.0708329999998,11,3,1284.3375,0.018144023000000002,0.007355769,96,0.0,1,False,1,303.625,3,2,0.0,0
Returning_Visitor,Aug,85.76666667,2,0,110.8,0.028571429,0.0,6,59.57182786,1,False,1,0.0,1,4,0.0,1
Returning_Visitor,May,431.5,0,0,0.0,0.092083333,0.05625,16,0.0,3,False,2,0.0,1,13,0.2,0
Returning_Visitor,Nov,804.25,0,0,0.0,0.028333333,0.015,20,0.0,3,False,2,0.0,8,1,0.0,0
Returning_Visitor,Mar,79.5,0,0,0.0,0.033333333,0.0,3,0.0,3,False,2,0.0,2,2,0.0,0
Returning_Visitor,May,156.0,0,0,0.0,0.1,0.06,5,0.0,1,True,1,0.0,1,4,0.0,0
Returning_Visitor,Nov,3773.715179,1,3,43.5,0.018162523,0.0041237109999999995,93,17.77043431,2,False,2,230.16666669999998,1,2,0.0,1
Returning_Visitor,May,806.5,4,0,58.0,0.009375,0.0,31,9.7455,2,False,4,0.0,1,4,0.0,1
Returning_Visitor,Mar,1087.25,1,0,41.0,0.013636364,0.0,43,0.0,4,False,2,0.0,1,1,0.0,0
Returning_Visitor,Dec,109.19444440000001,1,0,8.0,0.06,0.04,10,0.0,1,True,1,0.0,7,3,0.0,0
Returning_Visitor,Mar,236.0,0,0,0.0,0.085714286,0.057142857000000005,7,0.0,2,False,2,0.0,3,2,0.0,0
Returning_Visitor,Nov,1470.629167,3,1,32.83333333,0.015396825,0.011111111000000002,58,0.0,3,True,2,13.25,1,1,0.0,0
Returning_Visitor,Nov,90.16666667,0,0,0.0,0.066666667,0.033333333,6,0.0,3,True,2,0.0,4,1,0.0,0
New_Visitor,May,117.0,3,0,152.0,0.016666667,0.0,9,0.0,2,True,2,0.0,1,5,0.0,0
Returning_Visitor,Nov,181.2666667,5,0,113.7,0.018181818,0.018181818,6,0.0,1,False,1,0.0,8,3,0.0,0
Returning_Visitor,May,139.0,0,0,0.0,0.1,0.0,2,0.0,2,False,2,0.0,1,4,0.8,0
Returning_Visitor,Mar,0.0,0,0,0.0,0.2,0.2,1,0.0,2,False,6,0.0,1,1,0.0,0
Returning_Visitor,Mar,1583.5961539999998,5,1,120.0,0.028282828,0.0,27,39.63270309,2,False,2,0.0,4,2,0.0,0
Returning_Visitor,Oct,3297.4913109999998,11,1,903.7,0.010281148,0.006140351,109,3.870588042,3,False,2,26.2,6,1,0.0,0
Returning_Visitor,May,1005.946429,0,1,0.0,0.013333333000000001,0.006666666999999999,29,0.0,2,False,2,3.0,5,5,0.8,0
Returning_Visitor,Mar,215.75,0,0,0.0,0.021052632,0.0,19,0.0,2,False,2,0.0,3,10,0.0,0
New_Visitor,May,953.5,0,0,0.0,0.014285714,0.0,16,21.588,2,False,2,0.0,9,4,0.8,1
Returning_Visitor,Mar,132.63333329999998,0,0,0.0,0.007843137,0.011764706000000002,17,0.0,1,False,1,0.0,1,2,0.0,0
Returning_Visitor,Nov,2544.053571,4,0,43.0,0.015920398,0.0,66,62.40576241,4,False,1,0.0,2,2,0.0,0
Returning_Visitor,Dec,190.5,0,0,0.0,0.109090909,0.090909091,12,0.0,1,True,1,0.0,6,1,0.0,0
Returning_Visitor,Dec,247.0,0,0,0.0,0.016666667,0.0,12,0.0,8,True,1,0.0,3,1,0.0,0
Returning_Visitor,Mar,1813.2083329999998,3,1,130.8333333,0.0020833329999999997,0.0,47,0.0,2,True,2,109.0,3,2,0.0,0
Returning_Visitor,Mar,1253.333333,2,2,28.0,0.014666667,0.006666666999999999,27,39.7173,2,False,2,175.5,1,2,0.0,1
Returning_Visitor,June,488.71666669999996,4,0,57.3,0.067517007,0.021428571,25,0.0,2,False,5,0.0,1,1,0.0,0
New_Visitor,Dec,51.5,0,0,0.0,0.05,0.0,4,0.0,2,False,2,0.0,1,2,0.0,0
Returning_Visitor,Nov,1958.8333329999998,0,0,0.0,0.035185185,0.011111111000000002,20,0.0,3,False,2,0.0,5,1,0.0,0
Returning_Visitor,Mar,502.54761900000005,5,0,117.83333329999999,0.036923077,0.01025641,35,3.148615385,2,False,2,0.0,2,2,0.0,1
New_Visitor,Oct,0.0,0,0,0.0,0.2,0.2,1,0.0,1,True,1,0.0,1,1,0.0,0
Returning_Visitor,May,3272.0,0,0,0.0,0.078571429,0.045238095,41,0.0,2,False,6,0.0,1,6,0.8,0
Returning_Visitor,May,822.65,0,0,0.0,0.020804598,0.020689655,31,0.0,1,True,1,0.0,3,4,1.0,0
Returning_Visitor,Mar,62.0,0,0,0.0,0.14,0.12,5,0.0,3,False,2,0.0,3,1,0.0,0
New_Visitor,Oct,534.4833333,2,2,29.86666667,0.004166667,0.0,13,0.0,1,False,1,99.6,2,2,0.0,0
Returning_Visitor,Nov,1238.5860289999998,0,0,0.0,0.045269841,0.018571429,69,0.0,1,False,8,0.0,7,1,0.0,0
New_Visitor,Jul,562.3,1,0,51.4,0.0,0.0,7,36.65735004,1,True,1,0.0,6,2,0.0,1
Returning_Visitor,May,2325.611905,1,1,7.0,0.01814059,0.00952381,43,0.0,3,False,2,2.0,1,4,0.8,0
New_Visitor,Nov,1401.458333,0,0,0.0,0.023529412000000003,0.0,34,0.0,2,False,2,0.0,9,11,0.0,1
New_Visitor,Nov,2151.097436,5,0,96.75,0.005172414,0.0,113,0.0,2,False,2,0.0,2,11,0.0,0
Returning_Visitor,Feb,0.0,0,0,0.0,0.2,0.2,1,0.0,2,False,6,0.0,1,2,0.0,0
Returning_Visitor,May,15.0,0,0,0.0,0.1,0.0,2,0.0,2,False,6,0.0,7,3,0.0,0
Returning_Visitor,Nov,0.0,0,0,0.0,0.2,0.2,1,0.0,3,True,2,0.0,9,13,0.0,0
Returning_Visitor,Nov,504.5,0,1,0.0,0.057142857000000005,0.0,6,0.0,2,True,2,0.0,3,8,0.0,0
Returning_Visitor,June,1688.2494,6,2,174.4571429,0.016407828,0.0,107,2.385969641,2,True,4,24.2,1,2,0.0,0
Returning_Visitor,May,169.5,4,2,134.5,0.018888889,0.016666667,7,0.0,3,False,2,330.0,1,3,0.8,0
New_Visitor,Nov,21.25,4,0,99.5,0.05,0.0,3,0.0,1,True,1,0.0,2,8,0.0,1
Returning_Visitor,Nov,845.2788889000001,15,0,831.6222222,0.011944443999999999,0.0,23,1.533539275,2,True,2,0.0,7,20,0.0,0
Returning_Visitor,Nov,221.4,1,0,146.0,0.0225,0.025,7,0.0,1,False,1,0.0,4,3,0.0,0
Returning_Visitor,Mar,789.9583332999999,2,0,14.0,0.015097221999999999,0.004166667,49,0.0,3,False,2,0.0,7,1,0.0,0
Returning_Visitor,Nov,33.0,0,0,0.0,0.1,0.033333333,6,0.0,2,False,5,0.0,3,20,0.0,0
Returning_Visitor,May,1190.418903,6,2,32.5,0.027420635,0.005714286,80,7.5301071429999995,2,False,2,62.5,1,4,0.8,0
Returning_Visitor,Feb,25.0,0,0,0.0,0.066666667,0.0,3,0.0,2,False,4,0.0,1,5,0.0,0
Returning_Visitor,May,837.3666667,0,0,0.0,0.05458646599999999,0.021052632,19,0.0,1,True,1,0.0,3,3,1.0,0
Returning_Visitor,May,1151.116667,0,0,0.0,0.017829457,0.0,44,7.529302326,2,False,2,0.0,1,6,0.0,0
Returning_Visitor,Nov,916.5,7,0,112.375,0.036129032,0.010967741999999999,24,0.0,3,False,2,0.0,3,3,0.0,0
Returning_Visitor,Oct,49.4,4,0,76.4,0.033333333,0.0,2,16.77416803,2,False,2,0.0,6,2,0.0,1
Returning_Visitor,Oct,272.0083333,1,0,149.2,0.014285714,0.0,13,82.021436,1,False,1,0.0,1,20,0.0,1
Returning_Visitor,Mar,269.5,6,1,104.0,0.021568627000000003,0.0,14,0.0,1,False,1,0.0,1,3,0.0,0
Returning_Visitor,Nov,1602.9402599999999,3,1,114.125,0.028731343,0.013432836,64,29.88386066,3,True,2,13.0,1,3,0.0,0
Returning_Visitor,May,2382.428571,6,2,313.0,0.048227559,0.022641509,49,5.513345912,4,True,2,0.0,1,4,0.0,0
Returning_Visitor,Aug,961.52,3,0,47.4,0.053623187999999995,0.030434782999999997,21,0.0,3,False,2,0.0,4,4,0.0,0
Returning_Visitor,Dec,2351.834722,16,1,230.32638889999998,0.020836197,0.002061856,86,0.335232374,2,True,2,0.0,4,10,0.0,0
Returning_Visitor,May,1838.5,0,0,0.0,0.052000000000000005,0.004,25,0.0,2,False,2,0.0,1,19,0.0,0
Returning_Visitor,June,605.6166667,6,0,352.3666667,0.008888889,0.0,11,0.7146232140000001,2,False,2,0.0,1,2,0.0,1
New_Visitor,Jul,92.4,1,0,383.8,0.016666667,0.0,11,0.0,2,False,2,0.0,9,2,0.0,0
New_Visitor,May,402.71666669999996,4,0,153.25,0.003030303,0.0,19,57.474,2,True,2,0.0,5,4,0.0,1
Returning_Visitor,May,6.0,0,0,0.0,0.133333333,0.066666667,3,0.0,2,False,2,0.0,1,1,0.6,0
Returning_Visitor,Dec,690.2541667,1,0,8.0,0.029834711,0.012121212,32,10.05608631,1,True,1,0.0,3,2,0.0,0
Returning_Visitor,May,244.0,0,0,0.0,0.047619048,0.004761905,14,0.0,2,False,4,0.0,1,4,0.0,0
Returning_Visitor,Mar,399.8,1,0,17.0,0.038095238,0.019047619,22,0.0,1,False,5,0.0,7,1,0.0,0
Returning_Visitor,May,68.0,0,0,0.0,0.1,0.0,1,0.0,2,False,2,0.0,3,2,0.0,0
Returning_Visitor,May,1075.7130949999998,3,1,37.0,0.034920635,0.011111111000000002,17,0.0,3,True,2,9.0,1,2,0.0,0
New_Visitor,Nov,193.3666667,0,0,0.0,0.023076923,0.015384615,13,0.0,3,True,2,0.0,1,13,0.0,0
Returning_Visitor,Oct,1584.770476,14,2,128.8095238,0.029296377999999998,0.009302326,37,0.0,2,False,2,41.6,1,2,0.0,0
Returning_Visitor,May,0.0,0,0,0.0,0.2,0.2,1,0.0,3,False,2,0.0,3,3,0.0,0
Returning_Visitor,May,1324.616667,0,0,0.0,0.043870967999999996,0.009677419,33,0.0,2,False,2,0.0,1,4,0.2,0
New_Visitor,Dec,70.75,2,4,334.25,0.00952381,0.0,2,0.0,1,True,1,92.16666667,3,10,0.0,0
New_Visitor,June,55.9,3,0,41.3,0.014285714,0.0,4,0.0,3,False,2,0.0,8,2,0.0,0
New_Visitor,May,197.5,1,0,47.0,0.025,0.0,11,0.0,3,False,2,0.0,1,3,0.0,0
Returning_Visitor,Nov,1478.0738099999999,0,0,0.0,0.038636364,0.020454545,45,0.0,2,False,2,0.0,7,13,0.0,0
Returning_Visitor,Aug,443.75,16,0,391.6833333,0.006451613,0.0,24,0.0,2,False,10,0.0,7,3,0.0,0
Returning_Visitor,Jul,443.4990476,7,4,327.23571430000004,0.022666667,0.0,42,18.50321705,2,False,4,260.0,6,1,0.0,1
Returning_Visitor,May,1799.1442350000002,9,0,150.0,0.020182874,0.009237379,128,0.0,3,False,2,0.0,3,13,0.8,0
New_Visitor,Nov,124.95833329999999,4,3,88.625,0.005555556,0.0,5,0.0,2,False,4,170.58333330000002,7,2,0.0,0
New_Visitor,Mar,1173.07,6,0,129.75,0.0053191490000000004,0.0,42,18.95323404,2,True,2,0.0,3,8,0.0,1
